Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-04-07,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-04-07,Ohio
3,1,Tua Tagovailoa,Alabama,QB,LA Chargers (SIM Trade),-1,35,2020-04-07,Alabama
4,1,Isaiah Simmons,Clemson,S,Carolina (SIM Trade),+1,35,2020-04-07,South Carolina
5,1,Justin Herbert,Oregon,QB,Miami,-7,35,2020-04-07,Oregon
6,1,Jeffrey Okudah,Ohio State,CB,Detroit (SIM Trade),+0,35,2020-04-07,Ohio
7,1,Tristan Wirfs,Iowa,OT,NY Giants (SIM Trade),+0,35,2020-04-07,Iowa
8,1,Jedrick Wills,Alabama,OT,Arizona,-8,35,2020-04-07,Alabama
9,1,Derrick Brown,Auburn,DL1T,Jacksonville,+4,35,2020-04-07,Alabama
10,1,Andrew Thomas,Georgia,OT,Cleveland,-3,35,2020-04-07,Georgia
11,1,Mekhi Becton,Louisville,OT,Miami (SIM Trade),+0,30,2020-04-07,Kentucky
12,1,C.J. Henderson,Florida,CB,Las Vegas,-6,30,2020-04-07,Florida
13,1,Henry Ruggs III,Alabama,WR,San Francisco (Trade),-1,30,2020-04-07,Alabama
14,1,Josh Jones,Houston,OT,Tampa Bay,-14,30,2020-04-07,Texas
15,1,Jerry Jeudy,Alabama,WR,Denver,+5,30,2020-04-07,Alabama
16,1,Javon Kinlaw,South Carolina,DL3T,Atlanta,+8,30,2020-04-07,South Carolina
17,1,CeeDee Lamb,Oklahoma,WR,Baltimore (SIM Trade),+8,30,2020-04-07,Oklahoma
18,1,Jordan Love,Utah State,QB,New England (SIM Trade),+1,30,2020-04-07,Utah
19,1,K'Lavon Chaisson,LSU,EDGE,Tennessee (SIM Trade),+4,30,2020-04-07,Louisiana
20,1,Austin Jackson,USC,OT,Jacksonville (Trade),-17,30,2020-04-07,California
21,1,Justin Jefferson,LSU,WR,Philadelphia,-3,25,2020-04-07,Louisiana
22,1,Denzel Mims,Baylor,WR,Minnesota (Trade),-18,25,2020-04-07,Texas
23,1,Laviska Shenault,Colorado,WR,NY Jets (SIM Trade),-10,25,2020-04-07,Colorado
24,1,Jalen Reagor,TCU,WR,New Orleans,-18,25,2020-04-07,Texas
25,1,Tee Higgins,Clemson,WR,Las Vegas (SIM Trade),+5,25,2020-04-07,South Carolina
26,1,Xavier McKinney,Alabama,S,Green Bay (SIM Trade),+7,25,2020-04-07,Alabama
27,1,Yetur Gross-Matos,Penn State,EDGE,Dallas (SIM Trade),+2,25,2020-04-07,Pennsylvania
28,1,Trevon Diggs,Alabama,CB,Dallas (SIM Trade),+6,25,2020-04-07,Alabama
29,1,A.J. Epenesa,Iowa,DL5T,Minnesota (SIM Trade),+6,25,2020-04-07,Iowa
30,1,D'Andre Swift,Georgia,RB,Miami (SIM Trade),+1,25,2020-04-07,Georgia
31,1,Cesar Ruiz,Michigan,OC,San Francisco,-4,25,2020-04-07,Michigan
32,1,Kristian Fulton,LSU,CB,Minnesota (SIM Trade),+2,25,2020-04-07,Louisiana
33,2,Netane Muti,Fresno State,OG,Cincinnati,+6,20,2020-04-07,California
34,2,Bryce Hall,Virginia,CB,Indianapolis (Trade),-28,20,2020-04-07,Virginia
35,2,Shane Lemieux,Oregon,OG,Detroit,-10,20,2020-04-07,Oregon
36,2,Lloyd Cushenberry,LSU,OC,NY Giants,-11,20,2020-04-07,Louisiana
37,2,Patrick Queen,LSU,OLB,Detroit (SIM Trade),+16,20,2020-04-07,Louisiana
38,2,Grant Delpit,LSU,S,NY Giants (SIM Trade),+2,20,2020-04-07,Louisiana
39,2,Kyle Dugger,Lenoir–Rhyne,S,Miami,-7,20,2020-04-07,North Carolina
40,2,A.J. Terrell,Clemson,CB,Houston (Trade),+2,20,2020-04-07,South Carolina
41,2,Kenneth Murray,Oklahoma,ILB,Cleveland,+15,20,2020-04-07,Oklahoma
42,2,Damon Arnette,Ohio State,CB,Jacksonville (SIM Trade),-24,20,2020-04-07,Ohio
43,2,Solomon Kindley,Georgia,OG,Chicago (Trade),+0,20,2020-04-07,Georgia
44,2,John Simpson,Clemson,OG,Indianapolis,-16,20,2020-04-07,South Carolina
45,2,Antoine Winfield Jr.,Minnesota,S,Tampa Bay,+13,20,2020-04-07,Minnesota
46,2,Jaylon Johnson,Utah,CB,Denver,-2,20,2020-04-07,Utah
47,2,Julian Okwara,Notre Dame,EDGE,Atlanta,-35,20,2020-04-07,Indiana
48,2,Prince Tega Wanogho,Auburn,OT,NY Jets,-3,20,2020-04-07,Alabama
49,2,Jonathan Taylor,Wisconsin,RB,Pittsburgh,+8,15,2020-04-07,Wisconsin
50,2,Jeff Gladney,TCU,CB,Chicago,-8,15,2020-04-07,Texas
51,2,Terrell Lewis,Alabama,EDGE,Seattle (SIM Trade),+2,15,2020-04-07,Alabama
52,2,Malik Harrison,Ohio State,ILB,LA Rams,+0,15,2020-04-07,Ohio
53,2,Brandon Aiyuk,Arizona State,WR,Philadelphia (SIM Trade),-1,15,2020-04-07,Arizona
54,2,Zack Baun,Wisconsin,EDGE,Buffalo,+15,15,2020-04-07,Wisconsin
55,2,Jabari Zuniga,Florida,EDGE,Baltimore (SIM Trade),-4,15,2020-04-07,Florida
56,2,Alton Robinson,Syracuse,EDGE,NY Jets (SIM Trade),-40,15,2020-04-07,New York
57,2,Marlon Davidson,Auburn,DL5T,Houston,-13,15,2020-04-07,Alabama
58,2,J.K. Dobbins,Ohio State,RB,Kansas City (SIM Trade),+2,15,2020-04-07,Ohio
59,2,Ezra Cleveland,Boise State,OT,Seattle (SIM Trade),-5,15,2020-04-07,Idaho
60,2,Ross Blacklock,TCU,DL3T,Seattle (SIM Trade),+26,15,2020-04-07,Texas
61,2,Tyler Johnson,Minnesota,WR,Las Vegas (SIM Trade),-19,15,2020-04-07,Minnesota
62,2,Michael Pittman Jr.,USC,WR,Green Bay,-12,15,2020-04-07,California
63,2,Curtis Weaver,Boise State,EDGE,Kansas City (Trade),-8,15,2020-04-07,Idaho
64,2,Clyde Edwards-Helaire,LSU,RB,Seattle (Trade),-5,15,2020-04-07,Louisiana
65,3,Justin Madubuike,Texas A&M,DL3T,Cincinnati,+34,10,2020-04-07,Texas
66,3,Hunter Bryant,Washington,TE,Washington,+13,10,2020-04-07,Washington
67,3,Neville Gallimore,Oklahoma,DL3T,Detroit,+23,10,2020-04-07,Oklahoma
68,3,Isaiah Wilson,Georgia,OT,NY Jets (Trade),+13,10,2020-04-07,Georgia
69,3,Damien Lewis,LSU,OG,Carolina,-4,10,2020-04-07,Louisiana
70,3,K.J. Hamler,Penn State,WRS,Miami,+9,10,2020-04-07,Pennsylvania
71,3,Hakeem Adeniji,Kansas,OT,LA Chargers,-6,10,2020-04-07,Kansas
72,3,James Lynch,Baylor,DL5T,Arizona,+15,10,2020-04-07,Texas
73,3,Jacob Eason,Washington,QB,Jacksonville,+23,10,2020-04-07,Washington
74,3,Davon Hamilton,Ohio State,DL1T,Cleveland,+2,10,2020-04-07,Ohio
75,3,Donovan Peoples-Jones,Michigan,WR,Indianapolis,-6,10,2020-04-07,Michigan
76,3,Zack Moss,Utah,RB,Tampa Bay,-14,10,2020-04-07,Utah
77,3,Darryl Williams,Mississippi State,OC,Denver,+2,10,2020-04-07,Mississippi
78,3,Cameron Dantzler,Mississippi State,CB,Atlanta,-6,10,2020-04-07,Mississippi
79,3,Tyler Biadasz,Wisconsin,OC,NY Jets,-6,10,2020-04-07,Wisconsin
80,3,Jalen Hurts,Alabama,QB,Las Vegas,+1,10,2020-04-07,Alabama
81,3,Troy Dye,Oregon,ILB,Kansas City (SIM Trade),+13,10,2020-04-07,Oregon
82,3,Devin Duvernay,Texas,WRS,Dallas,-23,10,2020-04-07,Texas
83,3,McTelvin Agim,Arkansas,DL5T,Denver (Trade),+1,10,2020-04-07,Arkansas
84,3,Darrell Taylor,Tennessee,EDGE,LA Rams,-16,10,2020-04-07,Tennessee
85,3,Anfernee Jennings,Alabama,EDGE,Detroit (Trade),-19,10,2020-04-07,Alabama
86,3,Chase Claypool,Notre Dame,WR,Buffalo,-1,10,2020-04-07,Indiana
87,3,Cole Kmet,Notre Dame,TE,NY Jets (SIM Trade),+20,10,2020-04-07,Indiana
88,3,Josh Uche,Michigan,OLB,New Orleans,+5,10,2020-04-07,Michigan
89,3,Raekwon Davis,Alabama,DL3T,Minnesota,+13,10,2020-04-07,Alabama
90,3,Antonio Gandy-Golden,Liberty,WR,Houston,-12,10,2020-04-07,Virginia
91,3,Akeem Davis-Gaither,Appalachian State,OLB,Las Vegas (Trade),-30,10,2020-04-07,North Carolina
92,3,Ben Bredeson,Michigan,OG,Baltimore,+6,10,2020-04-07,Michigan
