Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,+0,40,2020-02-12,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+0,35,2020-02-12,Ohio
3,1,Jeffrey Okudah,Ohio State,CB,Detroit,+0,35,2020-02-12,Ohio
4,1,Andrew Thomas,Georgia,OT,NY Giants,-1,35,2020-02-12,Georgia
5,1,Tua Tagovailoa,Alabama,QB,Miami,-2,35,2020-02-12,Alabama
6,1,Justin Herbert,Oregon,QB,LA Chargers,-2,35,2020-02-12,Oregon
7,1,Derrick Brown,Auburn,DL1T,Carolina,+3,35,2020-02-12,Alabama
8,1,Jedrick Wills,Alabama,OT,Arizona,-3,35,2020-02-12,Alabama
9,1,Javon Kinlaw,South Carolina,DL3T,Jacksonville,-8,35,2020-02-12,South Carolina
10,1,Tristan Wirfs,Iowa,OT,Cleveland,-2,35,2020-02-12,Iowa
11,1,Austin Jackson,USC,OT,NY Jets,-5,30,2020-02-12,California
12,1,Isaiah Simmons,Clemson,OLB,Las Vegas,+6,30,2020-02-12,South Carolina
13,1,Solomon Kindley,Georgia,OG,Indianapolis,-6,30,2020-02-12,Georgia
14,1,A.J. Epenesa,Iowa,EDGE,Tampa Bay,+4,30,2020-02-12,Iowa
15,1,Jerry Jeudy,Alabama,WR,Denver,+6,30,2020-02-12,Alabama
16,1,Yetur Gross-Matos,Penn State,EDGE,Atlanta,+1,30,2020-02-12,Pennsylvania
17,1,Kristian Fulton,LSU,CB,Dallas,+3,30,2020-02-12,Louisiana
18,1,CeeDee Lamb,Oklahoma,WR,Miami (Trade),+5,30,2020-02-12,Oklahoma
19,1,Tee Higgins,Clemson,WR,Las Vegas (Trade),-6,30,2020-02-12,South Carolina
20,1,Kenneth Murray,Oklahoma,ILB,Jacksonville (Trade),-23,30,2020-02-12,Oklahoma
21,1,Henry Ruggs III,Alabama,WR,Philadelphia,-11,25,2020-02-12,Alabama
22,1,K'Lavon Chaisson,LSU,OLB,Buffalo,+0,25,2020-02-12,Louisiana
23,1,Laviska Shenault,Colorado,WR,New England,-4,25,2020-02-12,Colorado
24,1,Grant Delpit,LSU,S,New Orleans,+6,25,2020-02-12,Louisiana
25,1,Xavier McKinney,Alabama,S,Minnesota,-1,25,2020-02-12,Alabama
26,1,Josh Jones,Houston,OT,Miami (Trade),-18,25,2020-02-12,Texas
27,1,Curtis Weaver,Boise State,EDGE,Seattle,+4,25,2020-02-12,Idaho
28,1,Terrell Lewis,Alabama,EDGE,Baltimore,-19,25,2020-02-12,Alabama
29,1,Trey Adams,Washington,OT,Tennessee,-2,25,2020-02-12,Washington
30,1,Neville Gallimore,Oklahoma,DL1T,Green Bay,-7,25,2020-02-12,Oklahoma
31,1,C.J. Henderson,Florida,CB,San Francisco,+2,25,2020-02-12,Florida
32,1,Trevon Diggs,Alabama,CB,Kansas City,+12,25,2020-02-12,Alabama
33,2,Cameron Dantzler,Mississippi State,CB,Cincinnati,+0,20,2020-02-12,Mississippi
34,2,Mekhi Becton,Louisville,OT,Indianapolis (Trade),-5,20,2020-02-12,Kentucky
35,2,Tyler Biadasz,Wisconsin,OG,Detroit,+7,20,2020-02-12,Wisconsin
36,2,Lloyd Cushenberry,LSU,OC,NY Giants,+0,20,2020-02-12,Louisiana
37,2,Prince Tega Wanogho,Auburn,OT,LA Chargers,-4,20,2020-02-12,Alabama
38,2,A.J. Terrell,Clemson,CB,Carolina,-12,20,2020-02-12,South Carolina
39,2,Jonathan Taylor,Wisconsin,RB,Miami,+18,20,2020-02-12,Wisconsin
40,2,Brandon Aiyuk,Arizona State,WR,Arizona,-12,20,2020-02-12,Arizona
41,2,Cesar Ruiz,Michigan,OC,Cleveland,-35,20,2020-02-12,Michigan
42,2,Bryce Hall,Virginia,CB,Jacksonville,+4,20,2020-02-12,Virginia
43,2,John Simpson,Clemson,OG,Chicago (Trade),+1,20,2020-02-12,South Carolina
44,2,Justin Madubuike,Texas A&M,DL3T,Indianapolis,-11,20,2020-02-12,Texas
45,2,Isaiah Wilson,Georgia,OT,Tampa Bay,-23,20,2020-02-12,Georgia
46,2,James Lynch,Baylor,DL5T,Denver,-5,20,2020-02-12,Texas
47,2,Brycen Hopkins,Purdue,TE,Atlanta,+7,20,2020-02-12,Indiana
48,2,Jeff Gladney,TCU,CB,NY Jets,-6,20,2020-02-12,Texas
49,2,Shane Lemieux,Oregon,OG,Pittsburgh,+3,15,2020-02-12,Oregon
50,2,Antoine Winfield Jr.,Minnesota,S,Chicago,-17,15,2020-02-12,Minnesota
51,2,Leki Fotu,Utah,DL1T,Dallas,-33,15,2020-02-12,Utah
52,2,Yasir Durant,Missouri,OT,LA Rams,-11,15,2020-02-12,Missouri
53,2,Bradlee Anae,Utah,EDGE,Philadelphia,-30,15,2020-02-12,Utah
54,2,Clyde Edwards-Helaire,LSU,RB,Buffalo,-5,15,2020-02-12,Louisiana
55,2,Zack Baun,Wisconsin,OLB,Atlanta (Trade),+2,15,2020-02-12,Wisconsin
56,2,Julian Okwara,Notre Dame,EDGE,Miami (Trade),-17,15,2020-02-12,Indiana
57,2,K.J. Hamler,Penn State,WRS,Minnesota,+9,15,2020-02-12,Pennsylvania
58,2,J.K. Dobbins,Ohio State,RB,Houston,+34,15,2020-02-12,Ohio
59,2,Jaylon Johnson,Utah,CB,Seattle,-6,15,2020-02-12,Utah
60,2,Justin Jefferson,LSU,WR,Baltimore,+15,15,2020-02-12,Louisiana
61,2,Jordan Love,Utah State,QB,Tennessee,+12,15,2020-02-12,Utah
62,2,Denzel Mims,Baylor,WR,Green Bay,-23,15,2020-02-12,Texas
63,2,Michael Pittman Jr.,USC,WR,Kansas City (Trade),+3,15,2020-02-12,California
64,2,Calvin Throckmorton,Oregon,OT,Seattle (Trade),-18,15,2020-02-12,Oregon
65,3,Raekwon Davis,Alabama,DL3T,Cincinnati,+8,10,2020-02-12,Alabama
66,3,Ben Bredeson,Michigan,OG,Washington,+8,10,2020-02-12,Michigan
67,3,Malik Harrison,Ohio State,ILB,Detroit,+5,10,2020-02-12,Ohio
68,3,D'Andre Swift,Georgia,RB,NY Jets (Trade),+38,10,2020-02-12,Georgia
69,3,Hakeem Adeniji,Kansas,OG,Carolina,-3,10,2020-02-12,Kansas
70,3,Jalen Reagor,TCU,WRS,Miami,+35,10,2020-02-12,Texas
71,3,Logan Stenberg,Kentucky,OG,LA Chargers,-10,10,2020-02-12,Kentucky
72,3,Marlon Davidson,Auburn,DL5T,Arizona,+2,10,2020-02-12,Alabama
