Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-03-11,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-03-11,Ohio
3,1,Isaiah Simmons,Clemson,OLB,Detroit,+0,35,2020-03-11,South Carolina
4,1,Tristan Wirfs,Iowa,OT,NY Giants,-3,35,2020-03-11,Iowa
5,1,Tua Tagovailoa,Alabama,QB,Miami,+1,35,2020-03-11,Alabama
6,1,Justin Herbert,Oregon,QB,LA Chargers,-3,35,2020-03-11,Oregon
7,1,Jeffrey Okudah,Ohio State,CB,Carolina,+1,35,2020-03-11,Ohio
8,1,Andrew Thomas,Georgia,OT,Arizona,-6,35,2020-03-11,Georgia
9,1,Derrick Brown,Auburn,DL1T,Jacksonville,+4,35,2020-03-11,Alabama
10,1,Jedrick Wills,Alabama,OT,Cleveland,-12,35,2020-03-11,Alabama
11,1,Mekhi Becton,Louisville,OT,NY Jets,-2,30,2020-03-11,Kentucky
12,1,Jerry Jeudy,Alabama,WR,Las Vegas,+1,30,2020-03-11,Alabama
13,1,Javon Kinlaw,South Carolina,DL3T,Indianapolis,+5,30,2020-03-11,South Carolina
14,1,Josh Jones,Houston,OT,Tampa Bay,-18,30,2020-03-11,Texas
15,1,CeeDee Lamb,Oklahoma,WR,Denver,+5,30,2020-03-11,Oklahoma
16,1,K'Lavon Chaisson,LSU,EDGE,Atlanta,+4,30,2020-03-11,Louisiana
17,1,Xavier McKinney,Alabama,S,Dallas,+2,30,2020-03-11,Alabama
18,1,A.J. Epenesa,Iowa,DL5T,Miami (Trade),-8,30,2020-03-11,Iowa
19,1,Kenneth Murray,Oklahoma,ILB,Las Vegas (Trade),-6,30,2020-03-11,Oklahoma
20,1,C.J. Henderson,Florida,CB,Jacksonville (Trade),+4,30,2020-03-11,Florida
21,1,Denzel Mims,Baylor,WR,Philadelphia,-30,25,2020-03-11,Texas
22,1,Justin Jefferson,LSU,WR,Buffalo,-6,25,2020-03-11,Louisiana
23,1,Henry Ruggs III,Alabama,WR,New England,+6,25,2020-03-11,Alabama
24,1,Trevon Diggs,Alabama,CB,New Orleans,+6,25,2020-03-11,Alabama
25,1,A.J. Terrell,Clemson,CB,Minnesota,-11,25,2020-03-11,South Carolina
26,1,Grant Delpit,LSU,S,Miami (Trade),-8,25,2020-03-11,Louisiana
27,1,Yetur Gross-Matos,Penn State,EDGE,Seattle,+8,25,2020-03-11,Pennsylvania
28,1,Justin Madubuike,Texas A&M,DL3T,Baltimore,-7,25,2020-03-11,Texas
29,1,Austin Jackson,USC,OT,Tennessee,-17,25,2020-03-11,California
30,1,Tee Higgins,Clemson,WR,Green Bay,+10,25,2020-03-11,South Carolina
31,1,Jordan Love,Utah State,QB,San Francisco,+7,25,2020-03-11,Utah
32,1,Kristian Fulton,LSU,CB,Kansas City,+5,25,2020-03-11,Louisiana
33,2,Netane Muti,Fresno State,OG,Cincinnati,+12,20,2020-03-11,California
34,2,Solomon Kindley,Georgia,OG,Indianapolis (Trade),-6,20,2020-03-11,Georgia
35,2,Patrick Queen,LSU,ILB,Detroit,+9,20,2020-03-11,Louisiana
36,2,Julian Okwara,Notre Dame,EDGE,NY Giants,-19,20,2020-03-11,Indiana
37,2,Jonathan Taylor,Wisconsin,RB,LA Chargers,-2,20,2020-03-11,Wisconsin
38,2,Cesar Ruiz,Michigan,OC,Carolina,+9,20,2020-03-11,Michigan
39,2,D'Andre Swift,Georgia,RB,Miami,+2,20,2020-03-11,Georgia
40,2,Laviska Shenault,Colorado,WR,Arizona,+10,20,2020-03-11,Colorado
41,2,Neville Gallimore,Oklahoma,DL1T,Cleveland,+3,20,2020-03-11,Oklahoma
42,2,Malik Harrison,Ohio State,ILB,Jacksonville,-7,20,2020-03-11,Ohio
43,2,Antoine Winfield Jr.,Minnesota,S,Chicago (Trade),+12,20,2020-03-11,Minnesota
44,2,Damon Arnette,Ohio State,CB,Indianapolis,+1,20,2020-03-11,Ohio
45,2,Curtis Weaver,Boise State,EDGE,Tampa Bay,-32,20,2020-03-11,Idaho
46,2,Ezra Cleveland,Boise State,OT,Denver,-27,20,2020-03-11,Idaho
47,2,Lloyd Cushenberry,LSU,OC,Atlanta,+3,20,2020-03-11,Louisiana
48,2,Michael Pittman Jr.,USC,WR,NY Jets,-18,20,2020-03-11,California
49,2,Shane Lemieux,Oregon,OG,Pittsburgh,-3,15,2020-03-11,Oregon
50,2,John Simpson,Clemson,OG,Chicago,-7,15,2020-03-11,South Carolina
51,2,Davon Hamilton,Ohio State,DL1T,Dallas,-14,15,2020-03-11,Ohio
