Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-01-29,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-01-29,Ohio
3,1,Jeffrey Okudah,Ohio State,CB,Detroit,-3,35,2020-01-29,Ohio
4,1,Isaiah Simmons,Clemson,OLB,NY Giants,-4,35,2020-01-29,South Carolina
5,1,Tua Tagovailoa,Alabama,QB,Miami,-15,35,2020-01-29,Alabama
6,1,Andrew Thomas,Georgia,OT,LA Chargers,-1,35,2020-01-29,Georgia
7,1,Justin Herbert,Oregon,QB,Carolina,+3,35,2020-01-29,Oregon
8,1,Derrick Brown,Auburn,DL1T,Arizona,+5,35,2020-01-29,Alabama
9,1,Austin Jackson,USC,OT,Jacksonville,-1,35,2020-01-29,California
10,1,Jedrick Wills,Alabama,OT,Cleveland,-7,35,2020-01-29,Alabama
11,1,Jerry Jeudy,Alabama,WR,NY Jets,+6,30,2020-01-29,Alabama
12,1,CeeDee Lamb,Oklahoma,WR,Las Vegas,+0,30,2020-01-29,Oklahoma
13,1,Javon Kinlaw,South Carolina,DL3T,Indianapolis,-2,30,2020-01-29,South Carolina
14,1,Tristan Wirfs,Iowa,OT,Tampa Bay,+1,30,2020-01-29,Iowa
15,1,Henry Ruggs III,Alabama,WR,Denver,-10,30,2020-01-29,Alabama
16,1,A.J. Epenesa,Iowa,DL5T,Atlanta,+7,30,2020-01-29,Iowa
17,1,Kristian Fulton,LSU,CB,Dallas,+6,30,2020-01-29,Louisiana
18,1,Grant Delpit,LSU,S,Miami (Trade),+2,30,2020-01-29,Louisiana
19,1,Kenneth Murray,Oklahoma,ILB,Las Vegas (Trade),-15,30,2020-01-29,Oklahoma
20,1,Trevon Diggs,Alabama,CB,Jacksonville (Trade),-4,30,2020-01-29,Alabama
21,1,K'Lavon Chaisson,LSU,OLB,Philadelphia,-27,25,2020-01-29,Louisiana
22,1,Laviska Shenault,Colorado,WR,Buffalo,-1,25,2020-01-29,Colorado
23,1,Yetur Gross-Matos,Penn State,EDGE,New England,+9,25,2020-01-29,Pennsylvania
24,1,Solomon Kindley,Georgia,OG,New Orleans,-4,25,2020-01-29,Georgia
25,1,Josh Jones,Houston,OT,Minnesota,-7,25,2020-01-29,Texas
26,1,Mekhi Becton,Louisville,OT,Miami (Trade),-21,25,2020-01-29,Kentucky
27,1,Trey Adams,Washington,OT,Seattle,-8,25,2020-01-29,Washington
28,1,C.J. Henderson,Florida,CB,Baltimore,+1,25,2020-01-29,Florida
29,1,Curtis Weaver,Boise State,EDGE,Tennessee,+10,25,2020-01-29,Idaho
30,1,D'Andre Swift,Georgia,RB,Green Bay,+9,25,2020-01-29,Georgia
31,1,Tyler Biadasz,Wisconsin,OC,Kansas City,+5,25,2020-01-29,Wisconsin
32,1,Anfernee Jennings,Alabama,EDGE,San Francisco,+1,25,2020-01-29,Alabama
33,2,Tee Higgins,Clemson,WR,Cincinnati,+11,20,2020-01-29,South Carolina
34,2,Ben Bredeson,Michigan,OG,Indianapolis (Trade),-19,20,2020-01-29,Michigan
35,2,Xavier McKinney,Alabama,S,Detroit,-1,20,2020-01-29,Alabama
36,2,Jabari Zuniga,Florida,EDGE,NY Giants,-40,20,2020-01-29,Florida
37,2,Jake Fromm,Georgia,QB,LA Chargers,-1,20,2020-01-29,Georgia
38,2,Shane Lemieux,Oregon,OG,Carolina,-1,20,2020-01-29,Oregon
39,2,Jonathan Taylor,Wisconsin,RB,Miami,+21,20,2020-01-29,Wisconsin
40,2,J.K. Dobbins,Ohio State,RB,Arizona,+11,20,2020-01-29,Ohio
41,2,Neville Gallimore,Oklahoma,DL1T,Cleveland,-19,20,2020-01-29,Oklahoma
42,2,Justin Madubuike,Texas A&M,DL3T,Jacksonville,-2,20,2020-01-29,Texas
43,2,Prince Tega Wanogho,Auburn,OT,Chicago (Trade),+6,20,2020-01-29,Alabama
44,2,Rashard Lawrence,LSU,DL1T,Indianapolis,-22,20,2020-01-29,Louisiana
45,2,Terrell Lewis,Alabama,EDGE,Tampa Bay,-6,20,2020-01-29,Alabama
46,2,Marlon Davidson,Auburn,DL5T,Denver,-25,20,2020-01-29,Alabama
47,2,Jake Hanson,Oregon,OC,Atlanta,+5,20,2020-01-29,Oregon
48,2,Isaiah Wilson,Georgia,OT,NY Jets,+3,20,2020-01-29,Georgia
49,2,Brycen Hopkins,Purdue,TE,Pittsburgh,+0,15,2020-01-29,Indiana
50,2,Troy Dye,Oregon,ILB,Chicago,+7,15,2020-01-29,Oregon
51,2,Leki Fotu,Utah,DL1T,Dallas,-40,15,2020-01-29,Utah
