Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-03-27,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-03-27,Ohio
3,1,Tua Tagovailoa,Alabama,QB,Miami (SIM Trade),-1,35,2020-03-27,Alabama
4,1,Tristan Wirfs,Iowa,OT,NY Giants,-3,35,2020-03-27,Iowa
5,1,Isaiah Simmons,Clemson,OLB,Detroit (SIM Trade),+2,35,2020-03-27,South Carolina
6,1,Justin Herbert,Oregon,QB,LA Chargers,-3,35,2020-03-27,Oregon
7,1,Mekhi Becton,Louisville,OT,Tampa Bay (SIM Trade),-6,35,2020-03-27,Kentucky
8,1,Andrew Thomas,Georgia,OT,Arizona,-6,35,2020-03-27,Georgia
9,1,Jeffrey Okudah,Ohio State,CB,Jacksonville,+3,35,2020-03-27,Ohio
10,1,Jedrick Wills,Alabama,OT,Cleveland,-12,35,2020-03-27,Alabama
11,1,CeeDee Lamb,Oklahoma,WR,NY Jets,+1,30,2020-03-27,Oklahoma
12,1,Derrick Brown,Auburn,DL3T,Las Vegas,+7,30,2020-03-27,Alabama
13,1,Jerry Jeudy,Alabama,WR,San Francisco (Trade),+2,30,2020-03-27,Alabama
14,1,Javon Kinlaw,South Carolina,DL1T,Carolina (SIM Trade),+0,30,2020-03-27,South Carolina
15,1,C.J. Henderson,Florida,CB,Denver,-1,30,2020-03-27,Florida
16,1,K'Lavon Chaisson,LSU,EDGE,Atlanta,+4,30,2020-03-27,Louisiana
17,1,Xavier McKinney,Alabama,S,Dallas,+2,30,2020-03-27,Alabama
18,1,Josh Jones,Houston,OT,Miami (Trade),-14,30,2020-03-27,Texas
19,1,Henry Ruggs III,Alabama,WR,Las Vegas (Trade),+2,30,2020-03-27,Alabama
20,1,Jordan Love,Utah State,QB,Jacksonville (Trade),-4,30,2020-03-27,Utah
21,1,Justin Jefferson,LSU,WR,Philadelphia,-7,25,2020-03-27,Louisiana
22,1,Kristian Fulton,LSU,CB,Minnesota (Trade),-5,25,2020-03-27,Louisiana
23,1,A.J. Epenesa,Iowa,DL5T,New England,-3,25,2020-03-27,Iowa
24,1,Trevon Diggs,Alabama,CB,New Orleans,+6,25,2020-03-27,Alabama
25,1,Grant Delpit,LSU,S,Minnesota,-9,25,2020-03-27,Louisiana
26,1,Cesar Ruiz,Michigan,OC,Miami (Trade),-3,25,2020-03-27,Michigan
27,1,Yetur Gross-Matos,Penn State,EDGE,Seattle,+8,25,2020-03-27,Pennsylvania
28,1,Tee Higgins,Clemson,WR,Baltimore,+8,25,2020-03-27,South Carolina
29,1,Austin Jackson,USC,OT,Tennessee,-17,25,2020-03-27,California
30,1,Ezra Cleveland,Boise State,OT,Green Bay,-43,25,2020-03-27,Idaho
31,1,A.J. Terrell,Clemson,CB,San Francisco,-5,25,2020-03-27,South Carolina
32,1,Kenneth Murray,Oklahoma,ILB,Kansas City,+7,25,2020-03-27,Oklahoma
33,2,Netane Muti,Fresno State,OG,Cincinnati,+12,20,2020-03-27,California
34,2,Ross Blacklock,TCU,DL3T,Indianapolis (Trade),+1,20,2020-03-27,Texas
35,2,Shane Lemieux,Oregon,OG,Detroit,-17,20,2020-03-27,Oregon
36,2,Julian Okwara,Notre Dame,EDGE,NY Giants,-19,20,2020-03-27,Indiana
37,2,Jonathan Taylor,Wisconsin,RB,LA Chargers,-2,20,2020-03-27,Wisconsin
38,2,Solomon Kindley,Georgia,OG,Carolina,-2,20,2020-03-27,Georgia
39,2,Terrell Lewis,Alabama,EDGE,Detroit (SIM Trade),-21,20,2020-03-27,Alabama
