Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-03-21,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-03-21,Ohio
3,1,Isaiah Simmons,Clemson,OLB,Detroit,+0,35,2020-03-21,South Carolina
4,1,Tristan Wirfs,Iowa,OT,NY Giants,-3,35,2020-03-21,Iowa
5,1,Tua Tagovailoa,Alabama,QB,Miami,+1,35,2020-03-21,Alabama
6,1,Justin Herbert,Oregon,QB,LA Chargers,-3,35,2020-03-21,Oregon
7,1,Derrick Brown,Auburn,DL1T,Carolina,+2,35,2020-03-21,Alabama
8,1,Andrew Thomas,Georgia,OT,Arizona,-6,35,2020-03-21,Georgia
9,1,Jeffrey Okudah,Ohio State,CB,Jacksonville,+3,35,2020-03-21,Ohio
10,1,Jedrick Wills,Alabama,OT,Cleveland,-12,35,2020-03-21,Alabama
11,1,Mekhi Becton,Louisville,OT,NY Jets,-2,30,2020-03-21,Kentucky
12,1,CeeDee Lamb,Oklahoma,WR,Las Vegas,+2,30,2020-03-21,Oklahoma
13,1,Jerry Jeudy,Alabama,WR,San Francisco (Trade),+2,30,2020-03-21,Alabama
14,1,Josh Jones,Houston,OT,Tampa Bay,-18,30,2020-03-21,Texas
15,1,Javon Kinlaw,South Carolina,DL1T,Denver,+1,30,2020-03-21,South Carolina
16,1,K'Lavon Chaisson,LSU,EDGE,Atlanta,+4,30,2020-03-21,Louisiana
17,1,C.J. Henderson,Florida,CB,Dallas,+1,30,2020-03-21,Florida
18,1,Grant Delpit,LSU,S,Miami (Trade),-16,30,2020-03-21,Louisiana
19,1,Trevon Diggs,Alabama,CB,Las Vegas (Trade),+1,30,2020-03-21,Alabama
20,1,Jordan Love,Utah State,QB,Jacksonville (Trade),-4,30,2020-03-21,Utah
21,1,Henry Ruggs III,Alabama,WR,Philadelphia,+4,25,2020-03-21,Alabama
22,1,Tee Higgins,Clemson,WR,Minnesota (Trade),+2,25,2020-03-21,South Carolina
23,1,A.J. Epenesa,Iowa,DL5T,New England,-3,25,2020-03-21,Iowa
24,1,Denzel Mims,Baylor,WR,New Orleans,-27,25,2020-03-21,Texas
25,1,Yetur Gross-Matos,Penn State,EDGE,Minnesota,+6,25,2020-03-21,Pennsylvania
26,1,Cesar Ruiz,Michigan,OC,Miami (Trade),-3,25,2020-03-21,Michigan
27,1,Justin Jefferson,LSU,WR,Seattle,-1,25,2020-03-21,Louisiana
28,1,Laviska Shenault,Colorado,WR,Baltimore,-2,25,2020-03-21,Colorado
29,1,Austin Jackson,USC,OT,Tennessee,-17,25,2020-03-21,California
30,1,Justin Madubuike,Texas A&M,DL3T,Green Bay,-5,25,2020-03-21,Texas
31,1,Xavier McKinney,Alabama,S,San Francisco,+16,25,2020-03-21,Alabama
32,1,Patrick Queen,LSU,ILB,Kansas City,+9,25,2020-03-21,Louisiana
33,2,Netane Muti,Fresno State,OG,Cincinnati,+12,20,2020-03-21,California
34,2,Neville Gallimore,Oklahoma,DL1T,Indianapolis (Trade),-4,20,2020-03-21,Oklahoma
35,2,Shane Lemieux,Oregon,OG,Detroit,-17,20,2020-03-21,Oregon
36,2,Julian Okwara,Notre Dame,EDGE,NY Giants,-19,20,2020-03-21,Indiana
37,2,Jonathan Taylor,Wisconsin,RB,LA Chargers,-2,20,2020-03-21,Wisconsin
38,2,Solomon Kindley,Georgia,OG,Carolina,-2,20,2020-03-21,Georgia
39,2,D'Andre Swift,Georgia,RB,Miami,+2,20,2020-03-21,Georgia
40,2,Kristian Fulton,LSU,CB,Houston (Trade),+13,20,2020-03-21,Louisiana
41,2,Antoine Winfield Jr.,Minnesota,S,Cleveland,+10,20,2020-03-21,Minnesota
42,2,Kenneth Murray,Oklahoma,ILB,Jacksonville,+17,20,2020-03-21,Oklahoma
43,2,Kyle Dugger,Lenoir–Rhyne,S,Chicago (Trade),+1,20,2020-03-21,North Carolina
44,2,John Simpson,Clemson,OG,Indianapolis,-13,20,2020-03-21,South Carolina
45,2,Jalen Reagor,TCU,WRS,Tampa Bay,+0,20,2020-03-21,Texas
46,2,Ezra Cleveland,Boise State,OT,Denver,-27,20,2020-03-21,Idaho
47,2,A.J. Terrell,Clemson,CB,Atlanta,+11,20,2020-03-21,South Carolina
48,2,Michael Pittman Jr.,USC,WR,NY Jets,-18,20,2020-03-21,California
49,2,Lloyd Cushenberry,LSU,OC,Pittsburgh,+5,15,2020-03-21,Louisiana
50,2,Damon Arnette,Ohio State,CB,Chicago,+7,15,2020-03-21,Ohio
51,2,Terrell Lewis,Alabama,EDGE,Dallas,-9,15,2020-03-21,Alabama
52,2,Prince Tega Wanogho,Auburn,OT,LA Rams,-7,15,2020-03-21,Alabama
53,2,Brandon Aiyuk,Arizona State,WR,Philadelphia,-19,15,2020-03-21,Arizona
54,2,Zack Baun,Wisconsin,OLB,Buffalo,+13,15,2020-03-21,Wisconsin
55,2,Jaylon Johnson,Utah,CB,Baltimore (Trade),+8,15,2020-03-21,Utah
56,2,Isaiah Wilson,Georgia,OT,Miami (Trade),-12,15,2020-03-21,Georgia
57,2,J.K. Dobbins,Ohio State,RB,Houston,+1,15,2020-03-21,Ohio
58,2,K.J. Hamler,Penn State,WRS,Minnesota,+5,15,2020-03-21,Pennsylvania
59,2,Jabari Zuniga,Florida,EDGE,Seattle,-3,15,2020-03-21,Florida
60,2,Damien Lewis,LSU,OG,Baltimore,-19,15,2020-03-21,Louisiana
61,2,Hunter Bryant,Washington,TE,Tennessee,+11,15,2020-03-21,Washington
62,2,Clyde Edwards-Helaire,LSU,RB,Green Bay,-1,15,2020-03-21,Louisiana
63,2,Hakeem Adeniji,Kansas,OT,Kansas City (Trade),-8,15,2020-03-21,Kansas
64,2,Cam Akers,Florida State,RB,Seattle (Trade),-36,15,2020-03-21,Florida
65,3,Ross Blacklock,TCU,DL3T,Cincinnati,+32,10,2020-03-21,Texas
66,3,Bryce Hall,Virginia,CB,Washington,+8,10,2020-03-21,Virginia
67,3,Curtis Weaver,Boise State,EDGE,Detroit,-10,10,2020-03-21,Idaho
68,3,Alton Robinson,Syracuse,EDGE,NY Jets (Trade),+1,10,2020-03-21,New York
69,3,Malik Harrison,Ohio State,ILB,Carolina,+20,10,2020-03-21,Ohio
70,3,Davon Hamilton,Ohio State,DL1T,Miami,+5,10,2020-03-21,Ohio
71,3,Troy Dye,Oregon,ILB,LA Chargers,+17,10,2020-03-21,Oregon
72,3,Cole Kmet,Notre Dame,TE,Arizona,+11,10,2020-03-21,Indiana
73,3,McTelvin Agim,Arkansas,DL3T,Jacksonville,-2,10,2020-03-21,Arkansas
74,3,Ben Bredeson,Michigan,OG,Cleveland,-13,10,2020-03-21,Michigan
75,3,Chase Claypool,Notre Dame,WR,Indianapolis,-13,10,2020-03-21,Indiana
76,3,Zack Moss,Utah,RB,Tampa Bay,-15,10,2020-03-21,Utah
77,3,Devin Duvernay,Texas,WRS,Denver,-20,10,2020-03-21,Texas
78,3,A.J. Dillon,Boston College,RB,Atlanta,-32,10,2020-03-21,Massachusetts
79,3,Logan Stenberg,Kentucky,OG,NY Jets,-13,10,2020-03-21,Kentucky
80,3,Jalen Hurts,Oklahoma,QB,Las Vegas,+2,10,2020-03-21,Oklahoma
81,3,Jacob Phillips,LSU,ILB,Las Vegas (Trade),-3,10,2020-03-21,Louisiana
82,3,Raekwon Davis,Alabama,DL3T,Dallas,-22,10,2020-03-21,Alabama
83,3,Marlon Davidson,Auburn,DL5T,Denver (Trade),+19,10,2020-03-21,Alabama
84,3,Jeff Gladney,TCU,CB,LA Rams,+14,10,2020-03-21,Texas
85,3,Cameron Dantzler,Mississippi State,CB,Detroit (Trade),+0,10,2020-03-21,Mississippi
86,3,Khalil Davis,Nebraska,DL3T,Buffalo,+10,10,2020-03-21,Nebraska
