Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,+0,40,2020-02-19,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+0,35,2020-02-19,Ohio
3,1,Jeffrey Okudah,Ohio State,CB,Detroit,+0,35,2020-02-19,Ohio
4,1,K'Lavon Chaisson,LSU,EDGE,NY Giants,-15,35,2020-02-19,Louisiana
5,1,Tua Tagovailoa,Alabama,QB,Miami,-2,35,2020-02-19,Alabama
6,1,Isaiah Simmons,Clemson,OLB,LA Chargers,+0,35,2020-02-19,South Carolina
7,1,Javon Kinlaw,South Carolina,DL3T,Carolina,-8,35,2020-02-19,South Carolina
8,1,Andrew Thomas,Georgia,OT,Arizona,+3,35,2020-02-19,Georgia
9,1,Derrick Brown,Auburn,DL1T,Jacksonville,+5,35,2020-02-19,Alabama
10,1,Jedrick Wills,Alabama,OT,Cleveland,-1,35,2020-02-19,Alabama
11,1,Tristan Wirfs,Iowa,OT,NY Jets,-1,30,2020-02-19,Iowa
12,1,Jerry Jeudy,Alabama,WR,Las Vegas,+3,30,2020-02-19,Alabama
13,1,Mekhi Becton,Louisville,OT,Indianapolis,-11,30,2020-02-19,Kentucky
14,1,A.J. Epenesa,Iowa,EDGE,Tampa Bay,+4,30,2020-02-19,Iowa
15,1,CeeDee Lamb,Oklahoma,WR,Denver,+2,30,2020-02-19,Oklahoma
16,1,Yetur Gross-Matos,Penn State,EDGE,Atlanta,+2,30,2020-02-19,Pennsylvania
17,1,Trevon Diggs,Alabama,CB,Dallas,+1,30,2020-02-19,Alabama
18,1,Grant Delpit,LSU,S,Miami (Trade),-18,30,2020-02-19,Louisiana
19,1,Kenneth Murray,Oklahoma,OLB,Las Vegas (Trade),-14,30,2020-02-19,Oklahoma
20,1,Kristian Fulton,LSU,CB,Jacksonville (Trade),+2,30,2020-02-19,Louisiana
21,1,Henry Ruggs III,Alabama,WR,Philadelphia,-10,25,2020-02-19,Alabama
22,1,Tee Higgins,Clemson,WR,Buffalo,-3,25,2020-02-19,South Carolina
23,1,Laviska Shenault,Colorado,WR,New England,-3,25,2020-02-19,Colorado
24,1,Solomon Kindley,Georgia,OG,New Orleans,+3,25,2020-02-19,Georgia
25,1,Justin Herbert,Oregon,QB,Minnesota,+17,25,2020-02-19,Oregon
26,1,Josh Jones,Houston,OT,Miami (Trade),-14,25,2020-02-19,Texas
27,1,Austin Jackson,USC,OT,Seattle,-2,25,2020-02-19,California
28,1,Neville Gallimore,Oklahoma,DL1T,Baltimore,-10,25,2020-02-19,Oklahoma
29,1,Trey Adams,Washington,OT,Tennessee,-23,25,2020-02-19,Washington
30,1,Justin Jefferson,LSU,WR,Green Bay,-16,25,2020-02-19,Louisiana
31,1,Xavier McKinney,Alabama,S,San Francisco,+9,25,2020-02-19,Alabama
32,1,James Lynch,Baylor,DL5T,Kansas City,-19,25,2020-02-19,Texas
33,2,Curtis Weaver,Boise State,EDGE,Cincinnati,+13,20,2020-02-19,Idaho
34,2,Shane Lemieux,Oregon,OG,Indianapolis (Trade),-3,20,2020-02-19,Oregon
35,2,Ben Bredeson,Michigan,OG,Detroit,-24,20,2020-02-19,Michigan
36,2,Prince Tega Wanogho,Auburn,OT,NY Giants,-17,20,2020-02-19,Alabama
37,2,Jordan Love,Utah State,QB,LA Chargers,-4,20,2020-02-19,Utah
38,2,Lloyd Cushenberry,LSU,OC,Carolina,+3,20,2020-02-19,Louisiana
39,2,Jonathan Taylor,Wisconsin,RB,Miami,+22,20,2020-02-19,Wisconsin
40,2,Jalen Reagor,TCU,WRS,Arizona,+6,20,2020-02-19,Texas
41,2,Cesar Ruiz,Michigan,OC,Cleveland,-37,20,2020-02-19,Michigan
42,2,Patrick Queen,LSU,ILB,Jacksonville,-15,20,2020-02-19,Louisiana
43,2,Antoine Winfield Jr.,Minnesota,S,Chicago (Trade),+11,20,2020-02-19,Minnesota
44,2,Justin Madubuike,Texas A&M,DL3T,Indianapolis,-12,20,2020-02-19,Texas
45,2,Isaiah Wilson,Georgia,OT,Tampa Bay,-23,20,2020-02-19,Georgia
46,2,C.J. Henderson,Florida,CB,Denver,+18,20,2020-02-19,Florida
47,2,John Simpson,Clemson,OG,Atlanta,+4,20,2020-02-19,South Carolina
48,2,Damon Arnette,Ohio State,CB,NY Jets,+9,20,2020-02-19,Ohio
49,2,Tyler Biadasz,Wisconsin,OC,Pittsburgh,+22,15,2020-02-19,Wisconsin
50,2,Terrell Lewis,Alabama,EDGE,Chicago,+2,15,2020-02-19,Alabama
51,2,Kyle Dugger,Lenoir–Rhyne,S,Dallas,-18,15,2020-02-19,North Carolina
52,2,Bryce Hall,Virginia,CB,LA Rams,+5,15,2020-02-19,Virginia
53,2,Brandon Aiyuk,Arizona State,WR,Philadelphia,-1,15,2020-02-19,Arizona
54,2,Clyde Edwards-Helaire,LSU,RB,Buffalo,-6,15,2020-02-19,Louisiana
55,2,Brycen Hopkins,Purdue,TE,Atlanta (Trade),+13,15,2020-02-19,Indiana
56,2,Netane Muti,Fresno State,OG,Miami (Trade),-15,15,2020-02-19,California
57,2,D'Andre Swift,Georgia,RB,Minnesota,+27,15,2020-02-19,Georgia
