Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,-1,40,2020-01-22,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+1,35,2020-01-22,Ohio
3,1,Derrick Brown,Auburn,DL1T,Detroit,+0,35,2020-01-22,Alabama
4,1,A.J. Epenesa,Iowa,EDGE,NY Giants,-5,35,2020-01-22,Iowa
5,1,Tua Tagovailoa,Alabama,QB,Miami,-15,35,2020-01-22,Alabama
6,1,Justin Herbert,Oregon,QB,LA Chargers,+2,35,2020-01-22,Oregon
7,1,Isaiah Simmons,Clemson,OLB,Carolina,-1,35,2020-01-22,South Carolina
8,1,CeeDee Lamb,Oklahoma,WR,Arizona,-4,35,2020-01-22,Oklahoma
9,1,Andrew Thomas,Georgia,OT,Jacksonville,+2,35,2020-01-22,Georgia
10,1,Jedrick Wills,Alabama,OT,Cleveland,-7,35,2020-01-22,Alabama
11,1,Austin Jackson,USC,OT,NY Jets,+1,30,2020-01-22,California
12,1,Jerry Jeudy,Alabama,WR,Las Vegas,+7,30,2020-01-22,Alabama
13,1,Javon Kinlaw,South Carolina,DL3T,Indianapolis,-2,30,2020-01-22,South Carolina
14,1,Tristan Wirfs,Iowa,OT,Tampa Bay,+1,30,2020-01-22,Iowa
15,1,Jeffrey Okudah,Ohio State,CB,Denver,+9,30,2020-01-22,Ohio
16,1,Yetur Gross-Matos,Penn State,EDGE,Atlanta,+2,30,2020-01-22,Pennsylvania
17,1,Kristian Fulton,LSU,CB,Dallas,+6,30,2020-01-22,Louisiana
18,1,Curtis Weaver,Boise State,EDGE,Miami (Trade),-1,30,2020-01-22,Idaho
19,1,Kenneth Murray,Oklahoma,ILB,Las Vegas (Trade),-14,30,2020-01-22,Oklahoma
20,1,Trevon Diggs,Alabama,CB,Jacksonville (Trade),-4,30,2020-01-22,Alabama
21,1,Laviska Shenault,Colorado,WR,Philadelphia,-2,25,2020-01-22,Colorado
22,1,Tee Higgins,Clemson,WR,Buffalo,+0,25,2020-01-22,South Carolina
23,1,Henry Ruggs III,Alabama,WR,New England,-2,25,2020-01-22,Alabama
24,1,Cameron Dantzler,Mississippi State,CB,New Orleans,-6,25,2020-01-22,Mississippi
25,1,Mekhi Becton,Louisville,OT,Minnesota,-24,25,2020-01-22,Kentucky
26,1,Tyler Biadasz,Wisconsin,OG,Miami (Trade),+0,25,2020-01-22,Wisconsin
27,1,Trey Adams,Washington,OT,Seattle,-7,25,2020-01-22,Washington
28,1,C.J. Henderson,Florida,CB,Baltimore,+1,25,2020-01-22,Florida
