Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Joe Burrow,LSU,QB,Cincinnati,+0,40,2020-02-26,Louisiana
2,1,Chase Young,Ohio State,EDGE,Washington,+0,35,2020-02-26,Ohio
3,1,Tua Tagovailoa,Alabama,QB,Miami,-4,35,2020-02-26,Alabama
4,1,Andrew Thomas,Georgia,OT,NY Giants,-1,35,2020-02-26,Georgia
5,1,Jeffrey Okudah,Ohio State,CB,Detroit,+2,35,2020-02-26,Ohio
6,1,Justin Herbert,Oregon,QB,LA Chargers,-2,35,2020-02-26,Oregon
7,1,Isaiah Simmons,Clemson,OLB,Carolina,+1,35,2020-02-26,South Carolina
8,1,Jedrick Wills,Alabama,OT,Arizona,-3,35,2020-02-26,Alabama
9,1,K'Lavon Chaisson,LSU,OLB,Atlanta,-10,35,2020-02-26,Louisiana
10,1,Tristan Wirfs,Iowa,OT,Cleveland,-2,35,2020-02-26,Iowa
11,1,Mekhi Becton,Louisville,OT,NY Jets,-13,30,2020-02-26,Kentucky
12,1,Derrick Brown,Auburn,DL3T,Las Vegas,+8,30,2020-02-26,Alabama
13,1,Javon Kinlaw,South Carolina,DL3T,Indianapolis,-2,30,2020-02-26,South Carolina
14,1,A.J. Epenesa,Iowa,EDGE,Tampa Bay,+4,30,2020-02-26,Iowa
15,1,Jerry Jeudy,Alabama,WR,Denver,+6,30,2020-02-26,Alabama
16,1,CeeDee Lamb,Oklahoma,WR,Jacksonville,+3,30,2020-02-26,Oklahoma
17,1,Xavier McKinney,Alabama,S,Dallas,-5,30,2020-02-26,Alabama
18,1,Kristian Fulton,LSU,CB,Miami (Trade),+0,30,2020-02-26,Louisiana
19,1,Henry Ruggs III,Alabama,WR,Las Vegas (Trade),-12,30,2020-02-26,Alabama
20,1,Trevon Diggs,Alabama,CB,Jacksonville (Trade),+4,30,2020-02-26,Alabama
21,1,Justin Jefferson,LSU,WR,Philadelphia,-25,25,2020-02-26,Louisiana
22,1,Yetur Gross-Matos,Penn State,EDGE,Buffalo,+8,25,2020-02-26,Pennsylvania
23,1,Laviska Shenault,Colorado,WR,New England,-3,25,2020-02-26,Colorado
24,1,Tee Higgins,Clemson,WR,New Orleans,-1,25,2020-02-26,South Carolina
25,1,Austin Jackson,USC,OT,Minnesota,-4,25,2020-02-26,California
26,1,Josh Jones,Houston,OT,Miami (Trade),-14,25,2020-02-26,Texas
27,1,Curtis Weaver,Boise State,EDGE,Seattle,+7,25,2020-02-26,Idaho
28,1,Neville Gallimore,Oklahoma,DL1T,Baltimore,-10,25,2020-02-26,Oklahoma
29,1,Trey Adams,Washington,OT,Tennessee,-23,25,2020-02-26,Washington
30,1,Brandon Aiyuk,Arizona State,WR,Green Bay,-24,25,2020-02-26,Arizona
31,1,Tyler Biadasz,Wisconsin,OC,San Francisco,+4,25,2020-02-26,Wisconsin
32,1,C.J. Henderson,Florida,CB,Kansas City,+4,25,2020-02-26,Florida
33,2,Solomon Kindley,Georgia,OG,Cincinnati,+12,20,2020-02-26,Georgia
34,2,Jordan Love,Utah State,QB,Indianapolis (Trade),-7,20,2020-02-26,Utah
35,2,Terrell Lewis,Alabama,EDGE,Detroit,-13,20,2020-02-26,Alabama
36,2,Kenneth Murray,Oklahoma,ILB,NY Giants,+3,20,2020-02-26,Oklahoma
37,2,Prince Tega Wanogho,Auburn,OT,LA Chargers,-16,20,2020-02-26,Alabama
38,2,Lloyd Cushenberry,LSU,OC,Carolina,+3,20,2020-02-26,Louisiana
39,2,John Simpson,Clemson,OG,Detroit,-4,20,2020-02-26,South Carolina
40,2,Michael Pittman Jr.,USC,WR,Arizona,-21,20,2020-02-26,California
41,2,Grant Delpit,LSU,S,Cleveland,+5,20,2020-02-26,Louisiana
42,2,Justin Madubuike,Texas A&M,DL3T,Jacksonville,-14,20,2020-02-26,Texas
43,2,Antoine Winfield Jr.,Minnesota,S,Chicago (Trade),+11,20,2020-02-26,Minnesota
44,2,Cesar Ruiz,Michigan,OG,Indianapolis,-34,20,2020-02-26,Michigan
45,2,Jonathan Taylor,Wisconsin,RB,Tampa Bay,+28,20,2020-02-26,Wisconsin
46,2,Damon Arnette,Ohio State,CB,Denver,+7,20,2020-02-26,Ohio
47,2,Patrick Queen,LSU,ILB,Atlanta,-10,20,2020-02-26,Louisiana
